Arabic Root Word,ChapterNo,VerseNo,Actual Arabic Word
م ن,39,57,مِنَ
و ق ي,39,57,الْمُتَّقِينَ
ا و,39,58,أَوْ
ق و ل,39,58,تَقُولَ
ح ي ن,39,58,حِينَ
ر ا ي,39,58,تَرَى
ع ذ ب,39,58,الْعَذَابَ
ل و,39,58,لَوْ
ا ن ن,39,58,أَنَّ
ل,39,58,لِي
ك ر ر,39,58,كَرَّةً
ك و ن,39,58,فَأَكُونَ
م ن,39,58,مِنَ
ح س ن,39,58,الْمُحْسِنِينَ
ب ل ي,39,59,بَلَى
ق د,39,59,قَدْ
ج ي ا,39,59,جَاءَتْكَ
ا ي ا,39,59,ءَايَاتِي
ك ذ ب,39,59,فَكَذَّبْتَ
ب,39,59,بِهَا
ك ب ر,39,59,وَاسْتَكْبَرْتَ
ك و ن,39,59,وَكُنْتَ
م ن,39,59,مِنَ
ك ف ر,39,59,الْكَافِرِينَ
ي و م,39,60,وَيَوْمَ
ق و م,39,60,الْقِيَامَةِ
ر ا ي,39,60,تَرَى
ا ل ل ذ,39,60,الَّذِينَ
ك ذ ب,39,60,كَذَبُوا
ع ل ي,39,60,عَلَى
ا ل ه,39,60,اللَّهِ
و ج ه,39,60,وُجُوهُهُمْ
س و د,39,60,مُسْوَدَّةٌ
ل ي س,39,60,أَلَيْسَ
ف ي,39,60,فِي
ج ه ن م,39,60,جَهَنَّمَ
ث و ي,39,60,مَثْوًى
ك ب ر,39,60,لِلْمُتَكَبِّرِينَ
ن ج و,39,61,وَيُنَجِّي
ا ل ه,39,61,اللَّهُ
ا ل ل ذ,39,61,الَّذِينَ
و ق ي,39,61,اتَّقَوْا
ف و ز,39,61,بِمَفَازَتِهِمْ
ل ا,39,61,لَا
م س س,39,61,يَمَسُّهُمُ
س و ا,39,61,السُّوءُ
ل ا,39,61,وَلَا
ه م,39,61,هُمْ
ح ز ن,39,61,يَحْزَنُونَ
ا ل ه,39,62,اللَّهُ
خ ل ق,39,62,خَالِقُ
ك ل ل,39,62,كُلِّ
ش ي ا,39,62,شَيْءٍ
ه و,39,62,وَهُوَ
ع ل ي,39,62,عَلَى
ك ل ل,39,62,كُلِّ
ش ي ا,39,62,شَيْءٍ
و ك ل,39,62,وَكِيلٌ
ل,39,63,لَهُ
ق ل د,39,63,مَقَالِيدُ
س م و,39,63,السَّمَاوَاتِ
ا ر ض,39,63,وَالْأَرْضِ
ا ل ل ذ,39,63,وَالَّذِينَ
ك ف ر,39,63,كَفَرُوا
ا ي ا,39,63,بِءَايَاتِ
ا ل ه,39,63,اللَّهِ
ا و ل ا,39,63,أُولَئِكَ
ه م,39,63,هُمُ
خ س ر,39,63,الْخَاسِرُونَ
ق و ل,39,64,قُلْ
غ ي ر,39,64,أَفَغَيْرَ
ا ل ه,39,64,اللَّهِ
ا م ر,39,64,تَأْمُرُونِّي
ع ب د,39,64,أَعْبُدُ
ا ي ي,39,64,أَيُّهَا
ج ه ل,39,64,الْجَاهِلُونَ
ق د,39,65,وَلَقَدْ
و ح ي,39,65,أُوحِيَ
ا ل ي,39,65,إِلَيْكَ
ا ل ي,39,65,وَإِلَى
ا ل ل ذ,39,65,الَّذِينَ
م ن,39,65,مِنْ
ق ب ل,39,65,قَبْلِكَ
ل ا ن,39,65,لَئِنْ
ش ر ك,39,65,أَشْرَكْتَ
ح ب ط,39,65,لَيَحْبَطَنَّ
ع م ل,39,65,عَمَلُكَ
ك و ن,39,65,وَلَتَكُونَنَّ
م ن,39,65,مِنَ
خ س ر,39,65,الْخَاسِرِينَ
ب ل,39,66,بَلِ
ا ل ه,39,66,اللَّهَ
ع ب د,39,66,فَاعْبُدْ
ك و ن,39,66,وَكُنْ
م ن,39,66,مِنَ
ش ك ر,39,66,الشَّاكِرِينَ
م ا,39,67,وَمَا
ق د ر,39,67,قَدَرُوا
ا ل ه,39,67,اللَّهَ
ح ق ق,39,67,حَقَّ
ق د ر,39,67,قَدْرِهِ
ا ر ض,39,67,وَالْأَرْضُ
ج م ع,39,67,جَمِيعًا
ق ب ض,39,67,قَبْضَتُهُ
ي و م,39,67,يَوْمَ
ق و م,39,67,الْقِيَامَةِ
س م و,39,67,وَالسَّمَاوَاتُ
ط و ي,39,67,مَطْوِيَّاتٌ
ي م ن,39,67,بِيَمِينِهِ
س ب ح,39,67,سُبْحَانَهُ
ع ل و,39,67,وَتَعَالَى
ع م م ا,39,67,عَمَّا
ش ر ك,39,67,يُشْرِكُونَ
ن ف خ,39,68,وَنُفِخَ
ف ي,39,68,فِي
ص و ر,39,68,الصُّورِ
ص ع ق,39,68,فَصَعِقَ
م ن,39,68,مَنْ
ف ي,39,68,فِي
س م و,39,68,السَّمَاوَاتِ
م ن,39,68,وَمَنْ
ف ي,39,68,فِي
ا ر ض,39,68,الْأَرْضِ
ا ل ل ا,39,68,إِلَّا
م ن,39,68,مَنْ
ش ي ا,39,68,شَاءَ
ا ل ه,39,68,اللَّهُ
ث م م,39,68,ثُمَّ
ن ف خ,39,68,نُفِخَ
ف ي,39,68,فِيهِ
ا خ ر,39,68,أُخْرَى
ا ذ ا,39,68,فَإِذَا
ه م,39,68,هُمْ
ق و م,39,68,قِيَامٌ
ن ظ ر,39,68,يَنْظُرُونَ
ش ر ق,39,69,وَأَشْرَقَتِ
ا ر ض,39,69,الْأَرْضُ
ن و ر,39,69,بِنُورِ
ر ب ب,39,69,رَبِّهَا
و ض ع,39,69,وَوُضِعَ
ك ت ب,39,69,الْكِتَابُ
ج ي ا,39,69,وَجِاىءَ
ن ب ا,39,69,بِالنَّبِيِّينَ
ش ه د,39,69,وَالشُّهَدَاءِ
ق ض ي,39,69,وَقُضِيَ
ب ي ن,39,69,بَيْنَهُمْ
ح ق ق,39,69,بِالْحَقِّ
ه م,39,69,وَهُمْ
ل ا,39,69,لَا
ظ ل م,39,69,يُظْلَمُونَ
و ف ي,39,70,وَوُفِّيَتْ
ك ل ل,39,70,كُلُّ
ن ف س,39,70,نَفْسٍ
م ا,39,70,مَا
ع م ل,39,70,عَمِلَتْ
ه و,39,70,وَهُوَ
ع ل م,39,70,أَعْلَمُ
ب م ا,39,70,بِمَا
ف ع ل,39,70,يَفْعَلُونَ
س و ق,39,71,وَسِيقَ
ا ل ل ذ,39,71,الَّذِينَ
ك ف ر,39,71,كَفَرُوا
ا ل ي,39,71,إِلَى
ج ه ن م,39,71,جَهَنَّمَ
ز م ر,39,71,زُمَرًا
ح ت ت ي,39,71,حَتَّى
ا ذ ا,39,71,إِذَا
ج ي ا,39,71,جَاءُوهَا
ف ت ح,39,71,فُتِحَتْ
ب و ب,39,71,أَبْوَابُهَا
ق و ل,39,71,وَقَالَ
ل,39,71,لَهُمْ
خ ز ن,39,71,خَزَنَتُهَا
ل م,39,71,أَلَمْ
ا ت ي,39,71,يَأْتِكُمْ
ر س ل,39,71,رُسُلٌ
م ن,39,71,مِنْكُمْ
ت ل و,39,71,يَتْلُونَ
ع ل ي,39,71,عَلَيْكُمْ
ا ي ا,39,71,ءَايَاتِ
ر ب ب,39,71,رَبِّكُمْ
ن ذ ر,39,71,وَيُنْذِرُونَكُمْ
ل ق ي,39,71,لِقَاءَ
ي و م,39,71,يَوْمِكُمْ
ه ا ذ,39,71,هَذَا
ق و ل,39,71,قَالُوا
ب ل ي,39,71,بَلَى
ل ك ن,39,71,وَلَكِنْ
ح ق ق,39,71,حَقَّتْ
ك ل م,39,71,كَلِمَةُ
ع ذ ب,39,71,الْعَذَابِ
ع ل ي,39,71,عَلَى
ك ف ر,39,71,الْكَافِرِينَ
ق و ل,39,72,قِيلَ
د خ ل,39,72,ادْخُلُوا
ب و ب,39,72,أَبْوَابَ
ج ه ن م,39,72,جَهَنَّمَ
خ ل د,39,72,خَالِدِينَ
ف ي,39,72,فِيهَا
ب ا س,39,72,فَبِئْسَ
ث و ي,39,72,مَثْوَى
ك ب ر,39,72,الْمُتَكَبِّرِينَ
س و ق,39,73,وَسِيقَ
ا ل ل ذ,39,73,الَّذِينَ
و ق ي,39,73,اتَّقَوْا
ر ب ب,39,73,رَبَّهُمْ
ا ل ي,39,73,إِلَى
ج ن ن,39,73,الْجَنَّةِ
ز م ر,39,73,زُمَرًا
ح ت ت ي,39,73,حَتَّى
ا ذ ا,39,73,إِذَا
ج ي ا,39,73,جَاءُوهَا
ف ت ح,39,73,وَفُتِحَتْ
ب و ب,39,73,أَبْوَابُهَا
ق و ل,39,73,وَقَالَ
ل,39,73,لَهُمْ
خ ز ن,39,73,خَزَنَتُهَا
س ل م,39,73,سَلَامٌ
ع ل ي,39,73,عَلَيْكُمْ
ط ي ب,39,73,طِبْتُمْ
د خ ل,39,73,فَادْخُلُوهَا
خ ل د,39,73,خَالِدِينَ
ق و ل,39,74,وَقَالُوا
ح م د,39,74,الْحَمْدُ
ا ل ه,39,74,لِلَّهِ
ا ل ل ذ,39,74,الَّذِي
ص د ق,39,74,صَدَقَنَا
و ع د,39,74,وَعْدَهُ
و ر ث,39,74,وَأَوْرَثَنَا
ا ر ض,39,74,الْأَرْضَ
ب و ا,39,74,نَتَبَوَّأُ
م ن,39,74,مِنَ
ج ن ن,39,74,الْجَنَّةِ
ح ي ث,39,74,حَيْثُ
ش ي ا,39,74,نَشَاءُ
ن ع م,39,74,فَنِعْمَ
ا ج ر,39,74,أَجْرُ
ع م ل,39,74,الْعَامِلِينَ
ر ا ي,39,75,وَتَرَى
م ل ك,39,75,الْمَلَائِكَةَ
ح ف ف,39,75,حَافِّينَ
م ن,39,75,مِنْ
ح و ل,39,75,حَوْلِ
ع ر ش,39,75,الْعَرْشِ
س ب ح,39,75,يُسَبِّحُونَ
ح م د,39,75,بِحَمْدِ
ر ب ب,39,75,رَبِّهِمْ
ق ض ي,39,75,وَقُضِيَ
ب ي ن,39,75,بَيْنَهُمْ
ح ق ق,39,75,بِالْحَقِّ
ق و ل,39,75,وَقِيلَ
ح م د,39,75,الْحَمْدُ
ا ل ه,39,75,لِلَّهِ
ر ب ب,39,75,رَبِّ
ع ل م,39,75,الْعَالَمِينَ
ح م,40,1,حم
ن ز ل,40,2,تَنْزِيلُ
ك ت ب,40,2,الْكِتَابِ
م ن,40,2,مِنَ
ا ل ه,40,2,اللَّهِ
ع ز ز,40,2,الْعَزِيزِ
ع ل م,40,2,الْعَلِيمِ
غ ف ر,40,3,غَافِرِ
ذ ن ب,40,3,الذَّنْبِ
ق ب ل,40,3,وَقَابِلِ
ت و ب,40,3,التَّوْبِ
ش د د,40,3,شَدِيدِ
ع ق ب,40,3,الْعِقَابِ
ذ و,40,3,ذِي
ط و ل,40,3,الطَّوْلِ
ل ا,40,3,لَا
ا ل ه,40,3,إِلَهَ
ا ل ل ا,40,3,إِلَّا
ه و,40,3,هُوَ
ا ل ي,40,3,إِلَيْهِ
ص ي ر,40,3,الْمَصِيرُ
م ا,40,4,مَا
ج د ل,40,4,يُجَادِلُ
ف ي,40,4,فِي
ا ي ا,40,4,ءَايَاتِ
ا ل ه,40,4,اللَّهِ
ا ل ل ا,40,4,إِلَّا
ا ل ل ذ,40,4,الَّذِينَ
ك ف ر,40,4,كَفَرُوا
ل ا,40,4,فَلَا
غ ر ر,40,4,يَغْرُرْكَ
ق ل ب,40,4,تَقَلُّبُهُمْ
ف ي,40,4,فِي
ب ل د,40,4,الْبِلَادِ
ك ذ ب,40,5,كَذَّبَتْ
ق ب ل,40,5,قَبْلَهُمْ
ق و م,40,5,قَوْمُ
ن و ح,40,5,نُوحٍ
ح ز ب,40,5,وَالْأَحْزَابُ
م ن,40,5,مِنْ
ب ع د,40,5,بَعْدِهِمْ
ه م م,40,5,وَهَمَّتْ
ك ل ل,40,5,كُلُّ
ا م م,40,5,أُمَّةٍ
ر س ل,40,5,بِرَسُولِهِمْ
ا خ ذ,40,5,لِيَأْخُذُوهُ
ج د ل,40,5,وَجَادَلُوا
ب ط ل,40,5,بِالْبَاطِلِ
د ح ض,40,5,لِيُدْحِضُوا
ب,40,5,بِهِ
ح ق ق,40,5,الْحَقَّ
ا خ ذ,40,5,فَأَخَذْتُهُمْ
ك ي ف,40,5,فَكَيْفَ
ك و ن,40,5,كَانَ
ع ق ب,40,5,عِقَابِ
ذ ل ك,40,6,وَكَذَلِكَ
ح ق ق,40,6,حَقَّتْ
ك ل م,40,6,كَلِمَتُ
ر ب ب,40,6,رَبِّكَ
ع ل ي,40,6,عَلَى
ا ل ل ذ,40,6,الَّذِينَ
ك ف ر,40,6,كَفَرُوا
ا ن ن,40,6,أَنَّهُمْ
ص ح ب,40,6,أَصْحَابُ
ن و ر,40,6,النَّارِ
ا ل ل ذ,40,7,الَّذِينَ
ح م ل,40,7,يَحْمِلُونَ
ع ر ش,40,7,الْعَرْشَ
م ن,40,7,وَمَنْ
ح و ل,40,7,حَوْلَهُ
س ب ح,40,7,يُسَبِّحُونَ
ح م د,40,7,بِحَمْدِ
ر ب ب,40,7,رَبِّهِمْ
ا م ن,40,7,وَيُؤْمِنُونَ
ب,40,7,بِهِ
غ ف ر,40,7,وَيَسْتَغْفِرُونَ
ا ل ل ذ,40,7,لِلَّذِينَ
ا م ن,40,7,ءَامَنُوا
ر ب ب,40,7,رَبَّنَا
و س ع,40,7,وَسِعْتَ
ك ل ل,40,7,كُلَّ
ش ي ا,40,7,شَيْءٍ
ر ح م,40,7,رَحْمَةً
ع ل م,40,7,وَعِلْمًا
غ ف ر,40,7,فَاغْفِرْ
ا ل ل ذ,40,7,لِلَّذِينَ
ت و ب,40,7,تَابُوا
ت ب ع,40,7,وَاتَّبَعُوا
س ب ل,40,7,سَبِيلَكَ
و ق ي,40,7,وَقِهِمْ
ع ذ ب,40,7,عَذَابَ
ج ح م,40,7,الْجَحِيمِ
ر ب ب,40,8,رَبَّنَا
د خ ل,40,8,وَأَدْخِلْهُمْ
ج ن ن,40,8,جَنَّاتِ
ع د ن,40,8,عَدْنٍ
ا ل ل ت,40,8,الَّتِي
و ع د,40,8,وَعَدْتَهُمْ
م ن,40,8,وَمَنْ
ص ل ح,40,8,صَلَحَ
م ن,40,8,مِنْ
ا ب و,40,8,ءَابَائِهِمْ
ز و ج,40,8,وَأَزْوَاجِهِمْ
ذ ر ر,40,8,وَذُرِّيَّاتِهِمْ
ا ن ن,40,8,إِنَّكَ
ا ن ت,40,8,أَنْتَ
ع ز ز,40,8,الْعَزِيزُ
ح ك م,40,8,الْحَكِيمُ
و ق ي,40,9,وَقِهِمُ
س و ا,40,9,السَّيِّئَاتِ
م ن,40,9,وَمَنْ
و ق ي,40,9,تَقِ
س و ا,40,9,السَّيِّئَاتِ
ي و م,40,9,يَوْمَئِذٍ
ق د,40,9,فَقَدْ
ر ح م,40,9,رَحِمْتَهُ
ذ ل ك,40,9,وَذَلِكَ
ه و,40,9,هُوَ
ف و ز,40,9,الْفَوْزُ
ع ظ م,40,9,الْعَظِيمُ
ا ن ن,40,10,إِنَّ
ا ل ل ذ,40,10,الَّذِينَ
ك ف ر,40,10,كَفَرُوا
ن د ي,40,10,يُنَادَوْنَ
م ق ت,40,10,لَمَقْتُ
ا ل ه,40,10,اللَّهِ
ك ب ر,40,10,أَكْبَرُ
م ن,40,10,مِنْ
م ق ت,40,10,مَقْتِكُمْ
ن ف س,40,10,أَنْفُسَكُمْ
ا ذ,40,10,إِذْ
د ع و,40,10,تُدْعَوْنَ
ا ل ي,40,10,إِلَى
ا م ن,40,10,الْإِيمَانِ
ك ف ر,40,10,فَتَكْفُرُونَ
ق و ل,40,11,قَالُوا
ر ب ب,40,11,رَبَّنَا
م و ت,40,11,أَمَتَّنَا
ث ن ي,40,11,اثْنَتَيْنِ
ح ي ي,40,11,وَأَحْيَيْتَنَا
ث ن ي,40,11,اثْنَتَيْنِ
ع ر ف,40,11,فَاعْتَرَفْنَا
ذ ن ب,40,11,بِذُنُوبِنَا
ه ل,40,11,فَهَلْ
ا ل ي,40,11,إِلَى
خ ر ج,40,11,خُرُوجٍ
م ن,40,11,مِنْ
س ب ل,40,11,سَبِيلٍ
ذ ل ك,40,12,ذَلِكُمْ
ا ن ن,40,12,بِأَنَّهُ
ا ذ ا,40,12,إِذَا
د ع و,40,12,دُعِيَ
ا ل ه,40,12,اللَّهُ
و ح د,40,12,وَحْدَهُ
ك ف ر,40,12,كَفَرْتُمْ
ا ن,40,12,وَإِنْ
ش ر ك,40,12,يُشْرَكْ
ب,40,12,بِهِ
ا م ن,40,12,تُؤْمِنُوا
ح ك م,40,12,فَالْحُكْمُ
ا ل ه,40,12,لِلَّهِ
ع ل و,40,12,الْعَلِيِّ
ك ب ر,40,12,الْكَبِيرِ
ه و,40,13,هُوَ
ا ل ل ذ,40,13,الَّذِي
ر ا ي,40,13,يُرِيكُمْ
ا ي ا,40,13,ءَايَاتِهِ
ن ز ل,40,13,وَيُنَزِّلُ
ل,40,13,لَكُمْ
م ن,40,13,مِنَ
س م و,40,13,السَّمَاءِ
ر ز ق,40,13,رِزْقًا
م ا,40,13,وَمَا
ذ ك ر,40,13,يَتَذَكَّرُ
ا ل ل ا,40,13,إِلَّا
م ن,40,13,مَنْ
ن و ب,40,13,يُنِيبُ
د ع و,40,14,فَادْعُوا
ا ل ه,40,14,اللَّهَ
خ ل ص,40,14,مُخْلِصِينَ
ل,40,14,لَهُ
د ي ن,40,14,الدِّينَ
ل و,40,14,وَلَوْ
ك ر ه,40,14,كَرِهَ
ك ف ر,40,14,الْكَافِرُونَ
ر ف ع,40,15,رَفِيعُ
د ر ج,40,15,الدَّرَجَاتِ
ذ و,40,15,ذُو
ع ر ش,40,15,الْعَرْشِ
ل ق ي,40,15,يُلْقِي
ر و ح,40,15,الرُّوحَ
م ن,40,15,مِنْ
ا م ر,40,15,أَمْرِهِ
ع ل ي,40,15,عَلَى
م ن,40,15,مَنْ
ش ي ا,40,15,يَشَاءُ
م ن,40,15,مِنْ
ع ب د,40,15,عِبَادِهِ
ن ذ ر,40,15,لِيُنْذِرَ
ي و م,40,15,يَوْمَ
ل ق ي,40,15,التَّلَاقِ
ي و م,40,16,يَوْمَ
ه م,40,16,هُمْ
ب ر ز,40,16,بَارِزُونَ
ل ا,40,16,لَا
خ ف ي,40,16,يَخْفَى
ع ل ي,40,16,عَلَى
ا ل ه,40,16,اللَّهِ
م ن,40,16,مِنْهُمْ
ش ي ا,40,16,شَيْءٌ
م ن,40,16,لِمَنِ
م ل ك,40,16,الْمُلْكُ
ي و م,40,16,الْيَوْمَ
ا ل ه,40,16,لِلَّهِ
و ح د,40,16,الْوَاحِدِ
ق ه ر,40,16,الْقَهَّارِ
ي و م,40,17,الْيَوْمَ
ج ز ي,40,17,تُجْزَى
ك ل ل,40,17,كُلُّ
ن ف س,40,17,نَفْسٍ
ب م ا,40,17,بِمَا
ك س ب,40,17,كَسَبَتْ
ل ا,40,17,لَا
ظ ل م,40,17,ظُلْمَ
ي و م,40,17,الْيَوْمَ
ا ن ن,40,17,إِنَّ
ا ل ه,40,17,اللَّهَ
س ر ع,40,17,سَرِيعُ
ح س ب,40,17,الْحِسَابِ
ن ذ ر,40,18,وَأَنْذِرْهُمْ
ي و م,40,18,يَوْمَ
ا ز ف,40,18,الْءَازِفَةِ
ا ذ,40,18,إِذِ
ق ل ب,40,18,الْقُلُوبُ
ل د ي,40,18,لَدَى
ح ن ج ر,40,18,الْحَنَاجِرِ
ك ظ م,40,18,كَاظِمِينَ
م ا,40,18,مَا
ظ ل م,40,18,لِلظَّالِمِينَ
م ن,40,18,مِنْ
ح م م,40,18,حَمِيمٍ
ل ا,40,18,وَلَا
ش ف ع,40,18,شَفِيعٍ
ط و ع,40,18,يُطَاعُ
ع ل م,40,19,يَعْلَمُ
خ و ن,40,19,خَائِنَةَ
ع ي ن,40,19,الْأَعْيُنِ
م ا,40,19,وَمَا
خ ف ي,40,19,تُخْفِي
ص د ر,40,19,الصُّدُورُ
ا ل ه,40,20,وَاللَّهُ
ق ض ي,40,20,يَقْضِي
ح ق ق,40,20,بِالْحَقِّ
ا ل ل ذ,40,20,وَالَّذِينَ
د ع و,40,20,يَدْعُونَ
م ن,40,20,مِنْ
د و ن,40,20,دُونِهِ
ل ا,40,20,لَا
ق ض ي,40,20,يَقْضُونَ
ش ي ا,40,20,بِشَيْءٍ
ا ن ن,40,20,إِنَّ
ا ل ه,40,20,اللَّهَ
ه و,40,20,هُوَ
س م ع,40,20,السَّمِيعُ
ب ص ر,40,20,الْبَصِيرُ
ل م,40,21,أَوَلَمْ
س ي ر,40,21,يَسِيرُوا
ف ي,40,21,فِي
ا ر ض,40,21,الْأَرْضِ
ن ظ ر,40,21,فَيَنْظُرُوا
ك ي ف,40,21,كَيْفَ
ك و ن,40,21,كَانَ
ع ق ب,40,21,عَاقِبَةُ
ا ل ل ذ,40,21,الَّذِينَ
ك و ن,40,21,كَانُوا
م ن,40,21,مِنْ
ق ب ل,40,21,قَبْلِهِمْ
ك و ن,40,21,كَانُوا
ه م,40,21,هُمْ
ش د د,40,21,أَشَدَّ
م ن,40,21,مِنْهُمْ
ق و ي,40,21,قُوَّةً
ا ث ر,40,21,وَءَاثَارًا
ف ي,40,21,فِي
ا ر ض,40,21,الْأَرْضِ
ا خ ذ,40,21,فَأَخَذَهُمُ
ا ل ه,40,21,اللَّهُ
ذ ن ب,40,21,بِذُنُوبِهِمْ
م ا,40,21,وَمَا
ك و ن,40,21,كَانَ
ل,40,21,لَهُمْ
م ن,40,21,مِنَ
ا ل ه,40,21,اللَّهِ
م ن,40,21,مِنْ
و ق ي,40,21,وَاقٍ
ذ ل ك,40,22,ذَلِكَ
ا ن ن,40,22,بِأَنَّهُمْ
ك و ن,40,22,كَانَتْ
ا ت ي,40,22,تَأْتِيهِمْ
ر س ل,40,22,رُسُلُهُمْ
ب ي ن,40,22,بِالْبَيِّنَاتِ
ك ف ر,40,22,فَكَفَرُوا
ا خ ذ,40,22,فَأَخَذَهُمُ
ا ل ه,40,22,اللَّهُ
ا ن ن,40,22,إِنَّهُ
ق و ي,40,22,قَوِيٌّ
ش د د,40,22,شَدِيدُ
ع ق ب,40,22,الْعِقَابِ
ق د,40,23,وَلَقَدْ
ر س ل,40,23,أَرْسَلْنَا
م و س,40,23,مُوسَى
ا ي ا,40,23,بِءَايَاتِنَا
س ل ط,40,23,وَسُلْطَانٍ
ب ي ن,40,23,مُبِينٍ
ا ل ي,40,24,إِلَى
ف ر ع,40,24,فِرْعَوْنَ
ه م ن,40,24,وَهَامَانَ
ق ر ن,40,24,وَقَارُونَ
ق و ل,40,24,فَقَالُوا
س ح ر,40,24,سَاحِرٌ
ك ذ ب,40,24,كَذَّابٌ
ل م م ا,40,25,فَلَمَّا
ج ي ا,40,25,جَاءَهُمْ
ح ق ق,40,25,بِالْحَقِّ
م ن,40,25,مِنْ
ع ن د,40,25,عِنْدِنَا
ق و ل,40,25,قَالُوا
ق ت ل,40,25,اقْتُلُوا
ب ن و,40,25,أَبْنَاءَ
ا ل ل ذ,40,25,الَّذِينَ
ا م ن,40,25,ءَامَنُوا
م ع,40,25,مَعَهُ
ح ي ي,40,25,وَاسْتَحْيُوا
ن س و,40,25,نِسَاءَهُمْ
م ا,40,25,وَمَا
ك ي د,40,25,كَيْدُ
ك ف ر,40,25,الْكَافِرِينَ
ا ل ل ا,40,25,إِلَّا
ف ي,40,25,فِي
ض ل ل,40,25,ضَلَالٍ
ق و ل,40,26,وَقَالَ
ف ر ع,40,26,فِرْعَوْنُ
و ذ ر,40,26,ذَرُونِي
ق ت ل,40,26,أَقْتُلْ
م و س,40,26,مُوسَى
د ع و,40,26,وَلْيَدْعُ
ر ب ب,40,26,رَبَّهُ
ا ن ن,40,26,إِنِّي
خ و ف,40,26,أَخَافُ
ا ن,40,26,أَنْ
ب د ل,40,26,يُبَدِّلَ
د ي ن,40,26,دِينَكُمْ
ا و,40,26,أَوْ
ا ن,40,26,أَنْ
ظ ه ر,40,26,يُظْهِرَ
ف ي,40,26,فِي
ا ر ض,40,26,الْأَرْضِ
ف س د,40,26,الْفَسَادَ
ق و ل,40,27,وَقَالَ
م و س,40,27,مُوسَى
ا ن ن,40,27,إِنِّي
ع و ذ,40,27,عُذْتُ
ر ب ب,40,27,بِرَبِّي
ر ب ب,40,27,وَرَبِّكُمْ
م ن,40,27,مِنْ
ك ل ل,40,27,كُلِّ
ك ب ر,40,27,مُتَكَبِّرٍ
ل ا,40,27,لَا
ا م ن,40,27,يُؤْمِنُ
ي و م,40,27,بِيَوْمِ
ح س ب,40,27,الْحِسَابِ
ق و ل,40,28,وَقَالَ
ر ج ل,40,28,رَجُلٌ
ا م ن,40,28,مُؤْمِنٌ
م ن,40,28,مِنْ
ا و ل,40,28,ءَالِ
ف ر ع,40,28,فِرْعَوْنَ
ك ت م,40,28,يَكْتُمُ
ا م ن,40,28,إِيمَانَهُ
ق ت ل,40,28,أَتَقْتُلُونَ
ر ج ل,40,28,رَجُلًا
ا ن,40,28,أَنْ
ق و ل,40,28,يَقُولَ
ر ب ب,40,28,رَبِّيَ
ا ل ه,40,28,اللَّهُ
ق د,40,28,وَقَدْ
ج ي ا,40,28,جَاءَكُمْ
ب ي ن,40,28,بِالْبَيِّنَاتِ
م ن,40,28,مِنْ
ر ب ب,40,28,رَبِّكُمْ
ا ن,40,28,وَإِنْ
ك و ن,40,28,يَكُ
ك ذ ب,40,28,كَاذِبًا
ع ل ي,40,28,فَعَلَيْهِ
ك ذ ب,40,28,كَذِبُهُ
ا ن,40,28,وَإِنْ
ك و ن,40,28,يَكُ
ص د ق,40,28,صَادِقًا
ص و ب,40,28,يُصِبْكُمْ
ب ع ض,40,28,بَعْضُ
ا ل ل ذ,40,28,الَّذِي
و ع د,40,28,يَعِدُكُمْ
ا ن ن,40,28,إِنَّ
ا ل ه,40,28,اللَّهَ
ل ا,40,28,لَا
ه د ي,40,28,يَهْدِي
م ن,40,28,مَنْ
ه و,40,28,هُوَ
س ر ف,40,28,مُسْرِفٌ
ك ذ ب,40,28,كَذَّابٌ
ق و م,40,29,يَاقَوْمِ
ل,40,29,لَكُمُ
م ل ك,40,29,الْمُلْكُ
ي و م,40,29,الْيَوْمَ
ظ ه ر,40,29,ظَاهِرِينَ
ف ي,40,29,فِي
ا ر ض,40,29,الْأَرْضِ
م ن,40,29,فَمَنْ
ن ص ر,40,29,يَنْصُرُنَا
م ن,40,29,مِنْ
ب ا س,40,29,بَأْسِ
ا ل ه,40,29,اللَّهِ
ا ن,40,29,إِنْ
ج ي ا,40,29,جَاءَنَا
ق و ل,40,29,قَالَ
ف ر ع,40,29,فِرْعَوْنُ
م ا,40,29,مَا
ر ا ي,40,29,أُرِيكُمْ
ا ل ل ا,40,29,إِلَّا
م ا,40,29,مَا
ر ا ي,40,29,أَرَى
م ا,40,29,وَمَا
ه د ي,40,29,أَهْدِيكُمْ
ا ل ل ا,40,29,إِلَّا
س ب ل,40,29,سَبِيلَ
ر ش د,40,29,الرَّشَادِ
ق و ل,40,30,وَقَالَ
ا ل ل ذ,40,30,الَّذِي
ا م ن,40,30,ءَامَنَ
ق و م,40,30,يَاقَوْمِ
ا ن ن,40,30,إِنِّي
خ و ف,40,30,أَخَافُ
ع ل ي,40,30,عَلَيْكُمْ
م ث ل,40,30,مِثْلَ
ي و م,40,30,يَوْمِ
ح ز ب,40,30,الْأَحْزَابِ
م ث ل,40,31,مِثْلَ
د ا ب,40,31,دَأْبِ
ق و م,40,31,قَوْمِ
ن و ح,40,31,نُوحٍ
ع و د,40,31,وَعَادٍ
ث م د,40,31,وَثَمُودَ
ا ل ل ذ,40,31,وَالَّذِينَ
م ن,40,31,مِنْ
ب ع د,40,31,بَعْدِهِمْ
م ا,40,31,وَمَا
ا ل ه,40,31,اللَّهُ
ر و د,40,31,يُرِيدُ
ظ ل م,40,31,ظُلْمًا
ع ب د,40,31,لِلْعِبَادِ
