Name,Surah,Ayat,Arabic,Translation1,Translation2,Translation3,Tafaseer1,Tafaseer2
The Reality,69,9,وَجَآءَ فِرْعَوْنُ وَمَن قَبْلَهُ وَٱلْمُؤْتَفِكَاتُ بِالْخَاطِئَةِ,And Pharaoh and those before him and (the dwellers of) the overthrown towns (of the community of Lut [Lot]) committed grave sins.,"Pharaoh likewise, and those before him, and the Subverted Cities -- they committed error,","And Pharaoh and those before him, and the communities that were destroyed, brought error,",And Pharaoh and those of his followers man qibalahu a variant reading has man qablahu that is to say those disbelieving communities who came before him and the Deviant cities that is their inhabitants — these being the cities of the people of Lot — brought iniquity they committed deeds that were iniquitous.,"(And Pharaoh and those before him) and Pharaoh and his army came to the sea and were drowned in it; it is also said this means: Pharaoh also uttered the words of idolatry as did the nations before him, (and the communities that were destroyed) and also the townships of Lot swallowed by the earth, (brought error) they uttered the words of idolatry,"
Yâ Sîn,36,20,وَجَآءَ مِنْ أَقْصَا ٱلْمَدِينَةِ رَجُلٌ يَسْعَىٰ قَالَ يٰقَوْمِ ٱتَّبِعُواْ ٱلْمُرْسَلِينَ,"And a person came running from the farthest end of the city. He said: ‘O my people, follow the Messengers.","Then came a man from the furthest part of the city, running; he said, ’My people, follow the Envoys!",And there came from the uttermost part of the city a man running. He cried: O my people! Follow those who have been sent!,And there came a man from the furthest part of the city — this was Habīb the carpenter who had believed in these messengers and whose house lay at the far end of the city — hastening with a hurried pace after he had heard that the people had denied the messengers. He said ‘O my people follow the messengers!,(And there came from the uttermost part of the city) there came from the centre of the city (a man) his name was Habib the carpenter (running) when he heard about the emissaries. (He cried: O my people! Follow those who have been sent) by accepting faith in Allah!
Qâf,50,21,وَجَآءَتْ كُلُّ نَفْسٍ مَّعَهَا سَآئِقٌ وَشَهِيدٌ,"And every soul will appear (before Our presence), one (angel) forcing it forward and (the other) a witness (to its actions).","And every soul shall come, and with it a driver and a witness.","And every soul cometh, along with it a driver and a witness.",And thereat every soul will come to the site for the Gathering accompanied by a driver an angel to drive it there and a witness to testify to its deeds namely the hands and the feet and others; and it will be said to the disbeliever,"(And every soul cometh, along with it a driver) leading it to its Lord; this driver is the angel who recorded the evil deeds it had committed (and a witness) before its Lord; this is the angels who recorded its good deeds; and it is also said that this witness is man's works."
Hûd,11,78,وَجَآءَهُ قَوْمُهُ يُهْرَعُونَ إِلَيْهِ وَمِن قَبْلُ كَانُواْ يَعْمَلُونَ ٱلسَّيِّئَاتِ قَالَ يٰقَوْمِ هَـٰؤُلاۤءِ بَنَاتِي هُنَّ أَطْهَرُ لَكُمْ فَاتَّقُواْ اللًّهَ وَلاَ تُخْزُونِ فِي ضَيْفِي أَلَيْسَ مِنْكُمْ رَجُلٌ رَّشِيدٌ,"(So, that which he feared took place.) The people of Lut ([Lot], hearing about the arrival of the guests,) came to him running. And they were already addicted to evil-doing. Lut (Lot) said: ‘O my (disobedient) people, here are my (people’s) daughters. They are pure and lawful for you (through marriage). So, fear Allah and do not humiliate me in the presence of my guests (because of your indecency). Is there not amongst you even a single man of upright character?’","And his people came to him, running towards him; and erstwhile they had been doing evil deeds. He said, ’O my people, these are my daughters; they are cleaner for you. So fear God, and do not degrade me in my guests. What, is there not one man among you of a right mind?’","And his people came unto him, running towards him - and before then they used to commit abominations - He said: O my people! Here are my daughters! They are purer for you. Beware of Allah, and degrade me not in (the person of) my guests. Is there not among you any upright man ?",And his people when they became aware of them came to him running hastening towards him — and previously before they came they had been committing abominations namely penetrative sexual intercourse with men. He Lot said ‘O my people! Here are my daughters marry with them; they are purer for you. So fear God and do not degrade me do not disgrace me before my guests. Is there not among you any upright man?’ to enjoin decency and forbid indecency?,"(And his people) the people of Lot (came unto him, running towards him) towards his house (and before then) before the coming of Gabriel (they used to commit abominations) their evil practice [sodomy]. (He said) Lot said to them: (O my people! Here are my daughters!) it is also said that this means: here are the girls of my people! (They are purer for you) I will arrange your marriage. (Beware of Allah) fear Allah regarding the unlawful, (and degrade me not in (the person of) my guests) do not humiliate me in front of my guests. (Is there not among you any upright man) to guide you to what is right, enjoin good and forbid evil?"
Joseph,12,16,وَجَآءُوۤا أَبَاهُمْ عِشَآءً يَبْكُونَ,"And (throwing Yusuf [Joseph] into the well,) they came to their father at night, weeping (deceptively).","And they came to their father in the evening, and they were weeping.",And they came weeping to their father in the evening.,And they came to their father in the evening weeping.,(And they came weeping to their father in the evening) after midday.
Joseph,12,18,وَجَآءُوا عَلَىٰ قَمِيصِهِ بِدَمٍ كَذِبٍ قَالَ بَلْ سَوَّلَتْ لَكُمْ أَنفُسُكُمْ أَمْراً فَصَبْرٌ جَمِيلٌ وَٱللَّهُ ٱلْمُسْتَعَانُ عَلَىٰ مَا تَصِفُونَ,"And they produced Yusuf’s (Joseph’s) shirt, smeared (also) with false blood. (Ya‘qub [Jacob]) said: ‘(This is not the truth.) But your (jealous, ill-commanding) selves have made (a colossal) task easy and pleasant-looking for you (which you eventually did accomplish). So better it is to be steadfast (over this tragedy), and I seek only Allah’s help against whatever you are narrating.’","And they brought his shirt with false blood on it. He said, ’No; but your spirits tempted you to do somewhat. But come, sweet patience! And God’s succour is ever there to seek against that you describe.’","And they came with false blood on his shirt. He said: Nay, but your minds have beguiled you into something. (My course is) comely patience. And Allah it is Whose help is to be sought in that (predicament) which ye describe.",And they came with false blood on his shirt ‘alā qamīsihi has the status of an accusative of the verb because it is an adverbial qualifier meaning fawqa qamīsihi they slaughtered a lamb and dabbed it his shirt with its blood — but they forgot to tear it the shirt — and they said that it was his blood. He Jacob said when he saw that it the shirt was undamaged and realised that they were lying ‘Nay but your souls have beguiled you into something and so you did it to him. Yet comely patience! without any anxiety! fa-sabrun jamīlun is the predicate of a missing subject such as amrī ‘my course’. And God is the One Whose succour is sought in that predicament which you describe’ that which you mention of Joseph’s affair.,"(And they came with false blood on his shirt) they stained his shirt with the blood of a goat. (He said: Nay, but your minds have beguiled you into) they embellished to you to do (something) regarding the peril of Joseph and you did it. ((My course is) comely patience) I have only to be patient without showing any alarm. (And Allah it is whose help is to be sought) I seek the help of Allah (in that (predicament) which ye describe) to be patient for his death, as you say. But he did not believe them because in another occasion they said that Joseph was killed by thieves."
The Ant,27,14,وَجَحَدُواْ بِهَا وَٱسْتَيْقَنَتْهَآ أَنفُسُهُمْ ظُلْماً وَعُلُوّاً فَٱنْظُرْ كَيْفَ كَانَ عَاقِبَةُ ٱلْمُفْسِدِينَ,"And out of vanity and wickedness, they rejected them straight away whilst their hearts had accepted these (signs as true). So see how (evil) was the end of the evildoers!","and they denied them, though their souls acknowledged them, wrongfully and out of pride. Behold, how was the end of the workers of corruption!","And they denied them, though their souls acknowledged them, for spite and arrogance. Then see the nature of the consequence for the wrong- doers!",And they denied them they did not affirm them though in reality their souls had been convinced in other words though they were certain that these signs were from God wrongfully and arrogantly in defiance of believing in what Moses had brought these two adverbs refer back to the cause of their denial. So behold O Muhammad (s) how was the sequel for the agents of corruption a sequel which you know they were destroyed.,"(And they denied them) they denied the tokens, (though their souls acknowledged them) after being accepted by their souls that they were from Allah, (for spite) out of opposition and enmity (and arrogance) and haughtiness and pride. (Then see) O Muhammad (the nature of the consequence for the wrong-doers) how was the end result of the idolaters, Pharaoh and his people, how We destroyed them in the sea!"
The Ant,27,24,وَجَدتُّهَا وَقَوْمَهَا يَسْجُدُونَ لِلشَّمْسِ مِن دُونِ ٱللَّهِ وَزَيَّنَ لَهُمُ ٱلشَّيْطَانُ أَعْمَالَهُمْ فَصَدَّهُمْ عَنِ ٱلسَّبِيلِ فَهُمْ لاَ يَهْتَدُونَ,"I found her and her people prostrating themselves before the sun instead of Allah. And Satan has made their (evil) deeds highly fascinating to them, and has hindered them from the path (of the Oneness of Allah). So they are not getting guidance.","I found her and her people prostrating to the sun, apart from God; Satan has decked out fair their deeds to them and he has barred them from the way, and therefore they are not guided,","I found her and her people worshipping the sun instead of Allah; and Satan maketh their works fairseeming unto them, and debarreth them from the way (of Truth), so that they go not aright;",I found her and her people prostrating to the sun instead of God and Satan has adorned for them their deeds and he has barred them from the Way from the path of truth so that they are not guided,"(I found her and her people worshipping the sun instead of Allah; and Satan maketh their works) their worship of the sun (fair-seeming unto them, and debarreth them from the way (of Truth)) the devil has barred them from the way of Truth and guidance, (so that they go not aright) to the way of truth and guidance:"
Time or Man,76,12,وَجَزَاهُمْ بِمَا صَبَرُواْ جَنَّةً وَحَرِيراً,"And will bless them with Gardens (to live in) and silky clothes (to wear), a reward for their patience.","and recompensed them for their patience with a Garden, and silk;","And hath awarded them for all that they endured, a Garden and silk attire;",And He has rewarded them for their patience for their steadfastness in refraining from disobedience with a Garden into which they are admitted and silk which they are given to wear;,"(And hath awarded them for all that they endured) in the life of the world of poverty and misfortunes, (a Garden and silk attire;"
Counsel,42,40,وَجَزَآءُ سَيِّئَةٍ سَيِّئَةٌ مِّثْلُهَا فَمَنْ عَفَا وَأَصْلَحَ فَأَجْرُهُ عَلَى ٱللَّهِ إِنَّهُ لاَ يُحِبُّ ٱلظَّالِمِينَ,"And the requital of an evil is the like of that evil. Then he who forgives and (by forgiving) reforms, his reward is with Allah. Verily, He does not make friends with the wrongdoers.","and the recompense of evil is evil the like of it; but whoso pardons and puts things right, his wage falls upon God; surely He loves not the evildoers.","The guerdon of an ill-deed is an ill the like thereof. But whosoever pardoneth and amendeth, his wage is the affair of Allah. Lo! He loveth not wrong-doers.",For the requital of an evil deed is an evil deed like it the latter is also referred to as ‘an evil deed’ because in outward form it resembles the former; this is evident in what concerns retaliation for wounds. Some scholars say that even if another were to say ‘May God disgrace you!’ then one should respond equally with ‘May God disgrace you!’. But whoever pardons his wrongdoer and reconciles the amity between himself and the one pardoned his reward will be with God that is to say God will give him his reward without doubt. Truly He does not like wrongdoers that is those who initiate acts of wrongdoing and so merit His punishment.,"(The guerdon of an ill deed is an ill the like thereof) the guerdon of wound is a wound like it. (But whosoever pardoneth) the wrong he suffers (and amendeth) and forgoes retaliation, (his wage is the affair of Allah) his reward is upon Allah. (Lo! He loveth not wrong-doers) he loves not those who initiate wrong."
Noah,71,16,وَجَعَلَ ٱلْقَمَرَ فِيهِنَّ نُوراً وَجَعَلَ ٱلشَّمْسَ سِرَاجاً,"And He brightened in them the moon and made the sun a radiant lamp (i.e., the source of light and heat).",and set the moon therein for a light and the sun for a lamp?,"And hath made the moon a light therein, and made the sun a lamp ?",and made the moon therein — that is to say within their totality but which is effectively true in the case of the heaven of this world — as a light and made the sun as a lamp? as an illuminating lantern more powerful than the light of the moon.,"(And hath made the moon) along with them (a light therein) a shining light therein, (and made the sun a lamp) a radiance for the children of Adam?"
"Fussilat (""They are Expounded"")",41,10,وَجَعَلَ فِيهَا رَوَاسِيَ مِن فَوْقِهَا وَبَارَكَ فِيهَا وَقَدَّرَ فِيهَآ أَقْوَاتَهَا فِيۤ أَرْبَعَةِ أَيَّامٍ سَوَآءً لِّلسَّآئِلِينَ,"And He placed over it heavy mountains (brought forth) from within it and treasured in it (His infinite) blessings (minerals, water reservoirs, natural resources and other substances and forces and energies) and provided and appointed in it sustenance (i.e., necessities of life for all the creatures. He) accomplished (all that) in four days (i.e., four evolutionary periods. All of this sustenance is in fact) equal for all seekers (and the needy).","’And He set therein firm mountains over it, and He blessed it, and He ordained therein its diverse sustenance in four days, equal to those who ask.’","He placed therein firm hills rising above it, and blessed it and measured therein its sustenance in four Days, alike for (all) who ask;",And He set wa-ja‘ala the beginning of a new independent sentence and cannot be a supplement to the preceding relative clause containing alladhī ‘Who’ because of the intervening clause that is syntactically unrelated therein firm mountains rising above it and blessed it with an abundance of water crops and stock and ordained divided therein its various means of sustenance for human beings and beasts in four complete days — in other words the ‘setting therein of mountains’ together with what has been mentioned in addition all took place on Tuesday and Wednesday — evenly sawā’an in the accusative because it is a verbal noun in other words the four days were exactly four neither less nor more for all enquirers about the creation of the earth and all that is in it.,"(He placed therein) He created therein (firm hills rising above it) as pillars for it, (and blessed it) i.e. the earth with water, trees, vegetation and fruits (and measured therein its sustenance) its livelihoods, in each land there is a livelihood which is not found elsewhere (in four Days) He says: He created the spirits 4,000 years, of the years of the life of the world, before He created the bodies and He measured the sustenance of these bodies 4,000 years of the years of the life of this world before he measured the sustenance of the spirits, (alike for (all) who ask) alike for those who ask sustenance and those who do not; it is also said that this means: as an exposition to those who ask how He created them. It is thus that he created them;"
Mary,19,31,وَجَعَلَنِي مُبَارَكاً أَيْنَ مَا كُنتُ وَأَوْصَانِي بِٱلصَّلاَةِ وَٱلزَّكَاةِ مَا دُمْتُ حَيّاً,"And wherever I may reside, He has made me an embodiment of blessing. And He has enjoined upon me Prayer and Zakat (the Alms-due) as long as I am alive.","Blessed He has made me, wherever I may be; and He has enjoined me to pray, and to give the alms, so long as I live,","And hath made me blessed wheresoever I may be, and hath enjoined upon me prayer and almsgiving so long as I remain alive,",And He has made me blessed wherever I may be that is He has made me of great benefit to mankind — this is a foretelling of what had been preordained for him — and He has enjoined upon me prayer and alms-giving He has commanded me to do both of these as long as I remain alive;,"(And hath made me blessed) and has made me a teacher of goodness (wheresoever I may be) or stay, (and hath enjoined upon me prayer) and enjoined upon me the perfection of the prayer (and alms giving) acts of charity (so long as I remain alive) as long as I live,"
Ornaments of Gold,43,28,وَجَعَلَهَا كَلِمَةً بَاقِيَةً فِي عَقِبِهِ لَعَلَّهُمْ يَرْجِعُونَ,And Ibrahim (Abraham) made that (formula of the Oneness of Allah) the lasting word amongst his descendants and race so that they may remain bent (towards Allah).,And he made it a word enduring among his posterity; haply so they would return.,"And he made it a word enduring among his seed, that haply they might return.",And he made it namely the statement of the affirmation of God’s Oneness understood from his words I shall indeed depart to my Lord; He will guide me Q. 3799 a word enduring among his posterity his descendants and thus there still remains among them those who affirm the Oneness of God; that perhaps they that is the people of Mecca might recant what they follow and return to the religion of their forefather Abraham.,"(And he made It) i.e. “there is no deity except Allah” (a word enduring) firm (among his seed) the offspring of Abraham, (that haply they might return) that his folk may return from their disbelief to the belief in Allah's divine Oneness."
Ornaments of Gold,43,19,وَجَعَلُواْ ٱلْمَلاَئِكَةَ ٱلَّذِينَ هُمْ عِبَادُ ٱلرَّحْمَـٰنِ إِنَاثاً أَشَهِدُواْ خَلْقَهُمْ سَتُكْتَبُ شَهَادَتُهُمْ وَيُسْأَلُونَ,"And they have declared the angels who are the servants of the Most Kind (Lord) to be women. Were they present at the time of their creation? (They were not, so) now their witness will be recorded, and they will be interrogated (on the Last Day).","And they have made the angels, who are themselves servants of the All-merciful, females. What, did they witness their creation? Their witness shall be written down, and they shall be questioned.","And they make the angels, who are the slaves of the Beneficent, females. Did they witness their creation ? Their testimony will be recorded and they will be questioned.",And they have made the angels who are themselves servants of the Compassionate One females. Did they witness were they present at their creation? Their testimony to the effect that they are females will be written down and they will be questioned about it in the Hereafter wherefore punishment will ensue for them.,"(And they make the angels, who are the slaves of the Beneficent, females) the daughters of Allah. (Did they witness their creation) when they were created for them to know that they are females? They said: “no, O Muhammad, we did not witness their creation but we heard our fathers saying so”. Allah will say: “O Muhammad!” (Their testimony will be recorded) that they lie against Allah when they claim that the angels are Allah's daughters (and they will be questioned) about this claim on the Day of Judgement. In other words, when they claimed that the angels are Allah's daughters, they were asked: “did you witness their creation?” They said: “No!” “How did you then come to the conclusion that the angels are females and Allah's daughters?” They said: “We heard this from our fathers”. Allah said that their claim about the angels will be recorded and they will be questioned about it on the Day of Judgement."
Those Who Set The Ranks,37,158,وَجَعَلُواْ بَيْنَهُ وَبَيْنَ ٱلْجِنَّةِ نَسَباً وَلَقَدْ عَلِمَتِ ٱلجِنَّةُ إِنَّهُمْ لَمُحْضَرُونَ,"And they have fabricated a blood relationship between Allah and the jinn (as well), whereas the jinn know that they (too) will be made to appear (before the presence of Allah).",They have set up a kinship between Him and the jinn; and the jinn know that they shall be arraigned.,"And they imagine kinship between him and the jinn, whereas the jinn know well that they will be brought before (Him).",And they namely the idolaters have set up between Him exalted be He and the jinn namely the angels jinna they are so called because they are hidden ijtinān from vision a kinship by saying that they are God’s daughters while the jinn certainly know that they that is those who say this shall indeed be arraigned into the Fire to be chastised therein.,"(And they) the disbelievers of Mecca, and the Banu Malih specifically (imagine kinship between him and the jinn) they claimed that there is a kinship between Allah and the angels when they said that the angels are Allah's daughters; it is also said that this was revealed about the dualists who claimed that Iblis, may Allah curse him, is Allah's partner in that Allah created good while Iblis created evil, (whereas the jinn) the angels (know well that they) i.e. the disbelievers of Mecca: the Banu Malih (will be brought before (Him)) will be chastised in hell."
Ornaments of Gold,43,15,وَجَعَلُواْ لَهُ مِنْ عِبَادِهِ جُزْءًا إِنَّ ٱلإنسَانَ لَكَفُورٌ مُّبِينٌ,"And those (polytheists) have made some of His servants His component (of divinity by declaring them His children). Verily, man is blatantly ungrateful.",Yet they have assigned to Him a part of His own servants! Man is dearly unthankful.,And they allot to Him a portion of His bondmen! Lo! man is verily a mere ingrate.,And they assign to Him from among His own servants a part when they say that the angels are God’s daughters — for a child is a part of its parent — even though the angels are like them servants of His exalted be He. Man such as the one who says the above-mentioned words is verily a manifest ingrate one whose ungratefulness is manifest and clear.,"(And they allot to Him) they ascribe to Him (a portion of His bondmen) i.e. the angels! They claimed, i.e. Banu Malih, that the angels were Allah's daughters. (Lo! Man) i.e. the Banu Malih (is verily a mere ingrate) a disbeliever in Allah whose disbelief is quite apparent."
Abraham,14,30,وَجَعَلُواْ لِلَّهِ أَندَاداً لِّيُضِلُّواْ عَن سَبِيلِهِ قُلْ تَمَتَّعُواْ فَإِنَّ مَصِيرَكُمْ إِلَى ٱلنَّارِ,"And they set up partners with Allah so that they may turn (the people) away from His path. Say: ‘Benefit (a few days’) gain; surely, you will end up in the Fire.’","And they set up compeers to God, that they might lead astray from His way. Say: ’Take your joy! Your homecoming shall be -- the Fire!’",And they set up rivals to Allah that they may mislead (men) from His way. Say: Enjoy life (while ye may) for lo! your journey’s end will be the Fire.,And they have set up rivals to associates with God that they might lead others astray read li-yadillū or li-yudillū from His way the religion of Islam. Say to them ‘Enjoy! this world of yours for a short time. For lo! your journey’s end your return shall be to the Fire!’.,"(And they set up rivals to Allah) they ascribed to Allah co-equals from among idols which they worshipped (that they may mislead (men) from His way) from His religion and obedience. (Say) O Muhammad, to the people of Mecca: (Enjoy life (while ye may)) in your state of disbelief (for lo! your journey's end will be the Fire) on the Day of Judgement."
Cattle,6,100,وَجَعَلُواْ للَّهِ شُرَكَآءَ ٱلْجِنَّ وَخَلَقَهُمْ وَخَرَقُواْ لَهُ بَنِينَ وَبَنَٰتٍ بِغَيْرِ عِلْمٍ سُبْحَٰنَهُ وَتَعَٰلَىٰ عَمَّا يَصِفُونَ,"And these (disbelievers) associate jinn as partners with Allah, whereas He is the One Who has created them. And (also) without knowledge (and reason), they falsely attribute sons and daughters to Allah. Holy is He and far Exalted above (all) that they attribute (to Him).","Yet they ascribe to God, as associates, the jinn, though He created them; and they impute to Him sons and daughters without any knowledge. Glory be to Him! High be He exalted above what they describe!","Yet they ascribe as partners unto Him the jinn, although He did create them, and impute falsely, without knowledge, sons and daughters unto Him. Glorified be He and High Exalted above (all) that they ascribe (unto Him).",Yet they ascribe to God li’Llāhi the indirect object as associates shurakā’a the direct object which is substituted by the following al-jinn the jinn since they obey them by worshipping graven images even though He created them so how can they be associates? And they falsely impute to Him read kharaqū or kharraqū that is they invent sons and daughters without any knowledge saying Ezra ‘Uzayr is the son of God and the angels are the daughters of God. Glory be to Him — an affirmation of His transcendence — and exalted be He above what they describe! of Him having a child.,"(Yet they ascribe as partners unto Him the jinn) they said: Allah, Exalted is He, and Satan are brothers and partners: Allah is the Creator of human beings, beasts and cattle while Satan is the Creator of snakes, scorpions and predatory beasts. This is the claim of the Magians, (although He did create them) and command them to declare His divine Oneness, (and impute falsely, without knowledge) without knowledge, argument or proof, (sons) as claimed by the Jews and Christians (and daughters unto Him) among the angels and idols, as claimed by the Arab idolaters. (Glorified be He) He has exonerated Himself from having children or partners (and high exalted) and He absolves Himself (above (all) that they ascribe (unto Him)) of sons and daughters."
Cattle,6,136,وَجَعَلُواْ للَّهِ مِمَّا ذَرَأَ مِنَ ٱلْحَرْثِ وَٱلأَنْعَٰمِ نَصِيباً فَقَالُواْ هَـٰذَا للَّهِ بِزَعْمِهِمْ وَهَـٰذَا لِشُرَكَآئِنَا فَمَا كَانَ لِشُرَكَآئِهِمْ فَلاَ يَصِلُ إِلَىٰ ٱللَّهِ وَمَا كَانَ للَّهِ فَهُوَ يَصِلُ إِلَىٰ شُرَكَآئِهِمْ سَآءَ مَا يَحْكُمُونَ,"They have fixed for Allah a share of the same (things) that He has produced of crops and cattle. Then, out of their (false) speculation, they say: ‘This share is for Allah and that for our (so-called) partners.’ Then (the share) meant for their partners does not reach Allah, and that (portion) which is for Allah reaches their partners. What an evil judgment (they) are making!","They appoint to God, of the tillage and cattle that He multiplied, a portion, saying, ’This is for God’ -- so they assert -- ’and this is for our associates.’ So what is for their associates reaches not God; and what is for God reaches their associates. Evil is their judgment!","They assign unto Allah, of the crops and cattle which He created, a portion, and they say: ""This is Allah’s"" - in their make-believe - ""and this is for (His) partners in regard to us."" Thus that which (they assign) unto His partners in them reacheth not Allah and that which (they assign) unto Allah goeth to their (so-called) partners. Evil is their ordinance.",They the disbelievers of Mecca assign to God of the tillage the crops and the cattle which He multiplied He created a portion which they dispense to visitors and the needy and to their associates belongs a portion which they dispense to such keepers of the tillage and cattle saying ‘This is for God’ — so they assert read bi-za‘mihim or bi-zu‘mihim — ‘and this is for our associates’ and if any of the portion of these associates fell into God’s portion they used to restore it to that of their associates but when something of His portion fell into theirs they would leave it there saying ‘God is Independent and is not in need of this’ as God exalted be He says So that which is intended for their associates does not reach God and that which is intended for God does reach their associates. Evil is that provision of theirs which they decree!,"(They assign unto Allah) they ascribe to Allah, (of the crops and cattle) camels, oxen and the camels which graze freely (which He created, a portion, and they say: “This is Allah's” in their make believe “and this is for (His) partners) their gods (in regard to us”. Thus that which (they assign) unto His partners) their gods (in them reacheth not Allah) does not go to that which they have assigned to Allah (and that which (they assign) unto Allah goeth to your (so called) partners) so called gods. (Evil is their ordinance) evil is that which they decree for themselves."
The Cloaked One,74,12,وَجَعَلْتُ لَهُ مَالاً مَّمْدُوداً,"And I provided him wealth in abundance,",and appointed for him ample wealth,"And then bestowed upon him ample means,",and then assigned him ample means abundant and continuous generated from his crops livestock and commerce,"(And then) afterwards (bestowed upon him ample means) of all kinds, and his wealth kept increasing until he had in his possession 9,000 measures of silver,"
The Believers,23,50,وَجَعَلْنَا ٱبْنَ مَرْيَمَ وَأُمَّهُ آيَةً وَآوَيْنَاهُمَآ إِلَىٰ رَبْوَةٍ ذَاتِ قَرَارٍ وَمَعِينٍ,"And We made ‘Isa (Jesus), the son of Maryam (Mary), and his mother Our (great) sign. And We provided them a comfortable and facilitated abode on a pleasant, elevated ground fit for living with ease and comfort, and there was flowing water (i.e., streams, waterfalls and springs—a feast) for sight.","and We made Mary’s son, and his mother, to be a sign, and gave them refuge upon a height, where was a hollow and a spring:","And We made the son of Mary and his mother a portent, and We gave them refuge on a height, a place of flocks and watersprings.",And We made the son of Mary Jesus and his mother a sign — He did not say ‘two signs’ because the same sign is in both of them his being born without his mother’s having a male spouse. And We gave them refuge on a height rabwa a highland — in this case either the Holy House of Jerusalem Damascus or Palestine all of which are alternative opinions — level dhāt qarār an flat high- land on which its inhabitants are able to settle yastaqirru and watered by springs running water over ground which the eyes can see.,"(And We made the son of Mary) i.e. Jesus (and his mother a portent) a sign and admonition: a son without a father and a pregnancy without physical contact, (and We gave them refuge on a height) on an elevated location, (a place of flocks and water springs) the reference here is to Damascus."
The Tidings,78,10,وَجَعَلْنَا ٱلَّيلَ لِبَاساً,And We (have) made the night a covering (by virtue of its darkness).,"and We appointed night for a garment,","And have appointed the night as a cloak,",and made the night a cloak? to cover you with its darkness,"(And have appointed the night as a cloak) and it is said this means: a dwelling,"
The Children of Israel,17,12,وَجَعَلْنَا ٱلَّيلَ وَٱلنَّهَارَ آيَتَيْنِ فَمَحَوْنَآ آيَةَ ٱلَّيلِ وَجَعَلْنَآ آيَةَ ٱلنَّهَارِ مُبْصِرَةً لِتَبْتَغُواْ فَضْلاً مِّن رَّبِّكُمْ وَلِتَعْلَمُواْ عَدَدَ ٱلسِّنِينَ وَٱلْحِسَابَ وَكُلَّ شَيْءٍ فَصَّلْنَاهُ تَفْصِيلاً,"And We have made the night and the day two signs (of Our might). Then We made the Sign of the night dark and We made the sign of the day bright so that you might look for your Lord’s bounty (provision) and that you might work out the number of years and do reckoning, and We have made everything clear in detail.","We have appointed the night and the day as two signs; then We have blotted out the sign of the night, and made the sign of the day to see, and that you may seek bounty from your Lord, and that you may know the number of the years, and the reckoning; and everything We have distinguished very distinctly.","And We appoint the night and the day two portents. Then We make dark the portent of the night, and We make the portent of the day sight- giving, that ye may seek bounty from your Lord, and that ye may know the computation of the years, and the reckoning; and everything have We expounded with a clear expounding.",And We made the night and the day two signs both indicators of Our power. Then We effaced the sign of the night extinguishing its light with darkness so that you might repose therein the annexation āyata’layli ‘the sign of the night’ is explicative and made the sign of the day sight-giving in other words one in which it is possible to see because of the light; that you may seek therein bounty from your Lord by earning your livelihood and that you may know by both day and night the number of years and the reckoning of the times of the day and everything that might be needed We have detailed very distinctly We have explained clearly.,"(And we appoint the night and the day two portents) two signs; the reference here is to the sun and the moon. (Then We make dark the portent of the night) the light of the sign of the night, i.e. the moon, (and We make) and leave (the portent of the day) i.e. the sun (sight giving) bright and clear, (that ye may seek bounty from your Lord) the bounty of this worldly life and that of the Hereafter, (and that ye may know) and that you may know through the increase and decrease of the phases of the moon (the computation of the years and the reckoning) how to count days and months; (and everything) the lawful and the unlawful, the commands and prohibitions (have We exposited with a clear expositing) We have clearly explained it in the Qur'an."
The Prophets,21,32,وَجَعَلْنَا ٱلسَّمَآءَ سَقْفاً مَّحْفُوظاً وَهُمْ عَنْ آيَاتِهَا مُعْرِضُونَ,"And We made the heavens (i.e., the upper spheres of the earth) a secure roof (in order to save the inhabitants of the earth from adverse effects of fatal forces and aggressive waves shooting towards the earth from space), and they turn away from these signs (of upper spheres).",and We set up the heaven as a roof well-protected; yet still from Our signs they are turning away.,And we have made the sky a roof withheld (from them). Yet they turn away from its portents.,And We made the heaven a roof for the earth functioning like the roof of a house preserved from collapsing; and yet of the signs thereof namely the signs of this heaven such as the sun the moon and the stars they are disregardful failing to reflect on them and thus realise that the Creator of such things can have no partner.,"(And We have made the sky a roof) for the earth (withheld (from them)) such that it does not fall; it is also said that this means: it is protected from the satans by the stars. (Yet they) i.e. the people of Mecca (turn away from) they do not believe nor reflect upon (its portents) its sun, moon and stars."
The Tidings,78,11,وَجَعَلْنَا ٱلنَّهَارَ مَعَاشاً,And We (have) made the day (a time) for (earning) livelihood.,and We appointed day for a livelihood.,And have appointed the day for livelihood.,and made the day for livelihood? a time for seeking livelihood,(And have appointed the day for livelihood) for seeking livelihood.
