Arabic Root Word,ChapterNo,VerseNo,Actual Arabic Word,
ع ل م,42,50,عَلِيۡمٌ,
ق د ر,42,50,قَدِيۡرٌ‏,
ا ذ ن,42,51,بِاِذۡنِهٖ,
ا ل ه,42,51,اللّٰهُ,
إِلَّا,42,51,اِلَّا,
ب ش ر,42,51,لِبَشَرٍ,
ح ج ب,42,51,حِجَابٍ,
ح ك م,42,51,حَكِيۡمٌ‏,
ر س ل,42,51,يُرۡسِلَ,
ر س ل,42,51,رَسُوۡلاً,
ش ي ا,42,51,يَشَآءُ‌ؕ,
ع ل و,42,51,عَلِىٌّ,
ك ل م,42,51,يُّكَلِّمَهُ,
ك و ن,42,51,كَانَ,
و ح ي,42,51,فَيُوۡحِىَ,
و ح ي,42,51,وَحۡيًا,
و ر ي,42,51,وَّرَآىٴِ,
ا م ن,42,52,الۡاِيۡمَانُ,
إِلَىٰ,42,52,اِلَيۡكَ,
إِلَىٰ,42,52,اِلٰى,
ج ع ل,42,52,جَعَلۡنٰهُ,
د ر ي,42,52,تَدۡرِىۡ,
ر و ح,42,52,رُوۡحًا,
ش ي ا,42,52,نَّشَآءُ,
ص ر ط,42,52,صِرَاطٍ,
ع ب د,42,52,عِبَادِنَا‌ؕ,
ق و م,42,52,مُّسۡتَقِيۡمٍۙ‏,
ك ت ب,42,52,الۡكِتٰبُ,
ك و ن,42,52,كُنۡتَ,
ن و ر,42,52,نُوۡرًا,
ه د ي,42,52,نَّهۡدِىۡ,
ه د ي,42,52,لَتَهۡدِىۡۤ,
و ح ي,42,52,اَوۡحَيۡنَاۤ,
ٱلَّذِى,42,53,الَّذِىۡ,
ا ر ض,42,53,الۡاَرۡضِ‌ؕ,
ا ل ه,42,53,اللّٰهِ,
ا ل ه,42,53,اللّٰهِ,
إِلَىٰ,42,53,اِلَى,
س م و,42,53,السَّمٰوٰتِ,
ص ر ط,42,53,صِرَاطِ,
ص ي ر,42,53,تَصِيۡرُ,
ق ض ي,42, it (would have) been judged,21,Verb
ق ض ي,42, it (would have) been settled,14,Verb
ب ي ن,43,2,الۡمُبِيۡنِۛ ۙ‏,
ك ت ب,43,2,وَالۡكِتٰبِ,
ج ع ل,43,3,جَعَلۡنٰهُ,
ع ر ب,43,3,عَرَبِيًّا,
ع ق ل,43,3,تَعۡقِلُوۡنَ‌ۚ‏,
ق ر ا,43,3,قُرۡءٰنًا,
ح ك م,43,4,حَكِيۡمٌؕ‏,
ع ل و,43,4,لَعَلِىٌّ,
ك ت ب,43,4,الۡكِتٰبِ,
ذ ك ر,43,5,الذِّكۡرَ,
س ر ف,43,5,مُّسۡرِفِيۡنَ‏,
ص ف ح,43,5,صَفۡحًا,
ق و م,43,5,قَوۡمًا,
ك و ن,43,5,كُنۡتُمۡ,
ا و ل,43,6,الۡاَوَّلِيۡنَ‏,
ر س ل,43,6,اَرۡسَلۡنَا,
ن ب ا,43,6,نَّبِىٍّ,
إِلَّا,43,7,اِلَّا,
ك و ن,43,7,كَانُوۡا,
ن ب ا,43,7,نَّبِىٍّ,
ه ز ا,43,7,يَسۡتَهۡزِءُوۡنَ‏,
ا و ل,43,8,الۡاَوَّلِيۡنَ‏,
ب ط ش,43,8,بَطۡشًا,
ش د د,43,8,اَشَدَّ,
م ث ل,43,8,مَثَلُ,
م ض ي,43,8,وَّمَضٰى,
ه ل ك,43,8,فَاَهۡلَـكۡنَاۤ,
ا ر ض,43,9,وَالۡاَرۡضَ,
خ ل ق,43,9,خَلَقَ,
خ ل ق,43,9,خَلَقَهُنَّ,
س ا ل,43,9,سَاَلۡتَهُمۡ,
س م و,43,9,السَّمٰوٰتِ,
ع ز ز,43,9,الۡعَزِيۡزُ,
ع ل م,43,9,الۡعَلِيۡمُۙ‏,
ق و ل,43,9,لَيَقُوۡلُنَّ,
ٱلَّذِى,43,10,الَّذِىۡ,
ا ر ض,43,10,الۡاَرۡضَ,
ج ع ل,43,10,جَعَلَ,
ج ع ل,43,10,وَّجَعَلَ,
س ب ل,43,10,سُبُلاً,
م ه د,43,10,مَهۡدًا,
ه د ي,43,10,تَهۡتَدُوۡنَ‌ۚ‏,
ٱلَّذِى,43,11,وَالَّذِىۡ,
ب ل د,43,11,بَلۡدَةً,
خ ر ج,43,11,تُخۡرَجُوۡنَ‏,
س م و,43,11,السَّمَآءِ,
ق د ر,43,11,بِقَدَرٍ‌ۚ,
م و ت,43,11,مَّيۡتًا‌ ۚ,
م و ه,43,11,مَآءًۢ,
ن ز ل,43,11,نَزَّلَ,
ن ش ر,43,11,فَاَنۡشَرۡنَا,
ٱلَّذِى,43,12,وَالَّذِىۡ,
ج ع ل,43,12,وَجَعَلَ,
خ ل ق,43,12,خَلَقَ,
ر ك ب,43,12,تَرۡكَبُوۡنَۙ‏,
ز و ج,43,12,الۡاَزۡوَاجَ,
ف ل ك,43,12,الۡفُلۡكِ,
ك ل ل,43,12,كُلَّهَا,
ن ع م,43,12,وَالۡاَنۡعَامِ,
ٱلَّذِى,43,13,الَّذِىۡ,
إِذَا,43,13,اِذَا,
ذ ك ر,43,13,تَذۡكُرُوۡا,
ر ب ب,43,13,رَبِّكُمۡ,
س ب ح,43,13,سُبۡحٰنَ,
س خ ر,43,13,سَخَّرَ,
س و ي,43,13,لِتَسۡتَوٗا,
س و ي,43,13,اسۡتَوَيۡتُمۡ,
ظ ه ر,43,13,ظُهُوۡرِهٖ,
ق ر ن,43,13,مُقۡرِنِيۡنَۙ‏,
ق و ل,43,13,وَتَقُوۡلُوۡا,
ك و ن,43,13,كُنَّا,
ن ع م,43,13,نِعۡمَةَ,
إِلَىٰ,43,14,اِلٰى,
ر ب ب,43,14,رَبِّنَا,
ق ل ب,43,14,لَمُنۡقَلِبُوۡنَ‏,
ا ن س,43,15,الۡاِنۡسَانَ,
ب ي ن,43,15,مُّبِيۡنٌؕ‏,
ج ز ا,43,15,جُزۡءًا‌ؕ,
ج ع ل,43,15,وَجَعَلُوۡا,
ع ب د,43,15,عِبَادِهٖ,
ك ف ر,43,15,لَكَفُوۡرٌ,
ا خ ذ,43,16,اتَّخَذَ,
أَم,43,16,اَمِ,
ب ن ي,43,16,بَنٰتٍ,
ب ن ي,43,16,بِالۡبَنِيۡنَ‏,
خ ل ق,43,16,يَخۡلُقُ,
ص ف و,43,16,وَّاَصۡفٰٮكُمۡ,
ا ح د,43,17,اَحَدُهُمۡ,
إِذَا,43,17,وَاِذَا,
ب ش ر,43,17,بُشِّرَ,
ر ح م,43,17,لِلرَّحۡمٰنِ,
س و د,43,17,مُسۡوَدًّا,
ظ ل ل,43,17,ظَلَّ,
ك ظ م,43,17,كَظِيۡمٌ‏,
م ث ل,43,17,مَثَلاً,
و ج ه,43,17,وَجۡهُهٗ,
ب ي ن,43,18,مُبِيۡنٍ‏,
ح ل ي,43,18,الۡحِلۡيَةِ,
خ ص م,43,18,الۡخِصَامِ,
غ ي ر,43,18,غَيۡرُ,
ن ش ا,43,18,يُّنَشَّؤُا,
ٱلَّذِى,43,19,الَّذِيۡنَ,
ا ن ث,43,19,اِنَاثًا‌ ؕ,
ج ع ل,43,19,وَجَعَلُوۡا,
خ ل ق,43,19,خَلۡقَهُمۡ‌ؕ,
ر ح م,43,19,الرَّحۡمٰنِ,
س ا ل,43,19,وَيُسۡـَٔلُوۡنَ‏,
ش ه د,43,19,اَشَهِدُوۡا,
ش ه د,43,19,شَهَادَتُهُمۡ,
ع ب د,43,19,عِبَادُ,
ك ت ب,43,19,سَتُكۡتَبُ,
م ل ك,43,19,الۡمَلٰٓٮِٕكَةَ,
إِلَّا,43,20,اِلَّا,
خ ر ص,43,20,يَخۡرُصُوۡنَؕ‏,
ر ح م,43,20,الرَّحۡمٰنُ,
ش ي ا,43,20,شَآءَ,
ع ب د,43,20,عَبَدۡنٰهُمۡ‌ؕ,
ع ل م,43,20,عِلۡمٍ‌,
ق و ل,43,20,وَقَالُوۡا,
أَم,43,21,اَمۡ,
ق ب ل,43,21,قَبۡلِهٖ,
ك ت ب,43,21,كِتٰبًا,
م س ك,43,21,مُسۡتَمۡسِكُوۡنَ‏,
ا ب و,43,22,اٰبَآءَنَا,
ق و ل,43,22,قَالُـوۡۤا,
ه د ي,43,22,مُّهۡتَدُوۡنَ‏,
و ج د,43,22,وَجَدۡنَاۤ,
ا ب و,43,23,اٰبَآءَنَا,
إِلَّا,43,23,اِلَّا,
ت ر ف,43,23,مُتۡرَفُوۡهَاۤ,
ر س ل,43,23,اَرۡسَلۡنَا,
ق ب ل,43,23,قَبۡلِكَ,
ق د و,43,23,مُّقۡتَدُوۡنَ‏,
ق ر ي,43,23,قَرۡيَةٍ,
ق و ل,43,23,قَالَ,
ن ذ ر,43,23,نَّذِيۡرٍ,
و ج د,43,23,وَجَدۡنَاۤ,
ا ب و,43,24,اٰبَآءَكُمۡ‌ؕ,
ج ي ا,43,24,جِئۡتُكُمۡ,
ر س ل,43,24,اُرۡسِلۡتُمۡ,
ق و ل,43,24,قٰلَ,
ق و ل,43,24,قَالُوۡۤا,
ك ف ر,43,24,كٰفِرُوۡنَ‏,
ه د ي,43,24,بِاَهۡدٰى,
و ج د,43,24,وَجَدتُّمۡ,
ع ق ب,43,25,عَاقِبَةُ,
ك ذ ب,43,25,الۡمُكَذِّبِيۡنَ‏,
ك و ن,43,25,كَانَ,
ك ي ف,43,25,كَيۡفَ,
ن ظ ر,43,25,فَانْظُرۡ,
ن ق م,43,25,فَانتَقَمۡنَا,
ا ب و,43,26,لِاَبِيۡهِ,
إِبْرَاهِيم,43,26,اِبۡرٰهِيۡمُ,
إِذ,43,26,وَاِذۡ,
ب ر ا,43,26,بَرَآءٌ,
ع ب د,43,26,تَعۡبُدُوۡنَۙ‏,
ق و ل,43,26,قَالَ,
ق و م,43,26,وَقَوۡمِهٖۤ,
ٱلَّذِى,43,27,الَّذِىۡ,
إِلَّا,43,27,اِلَّا,
ف ط ر,43,27,فَطَرَنِىۡ,
ه د ي,43,27,سَيَهۡدِيۡنِ‏,
ب ق ي,43,28,بَاقِيَةً,
ج ع ل,43,28,وَجَعَلَهَا,
ر ج ع,43,28,يَرۡجِعُوۡنَ‏,
ع ق ب,43,28,عَقِبِهٖ,
ك ل م,43,28,كَلِمَةًۢ,
ا ب و,43,29,وَاٰبَآءَهُمۡ,
ب ي ن,43,29,مُّبِيۡنٌ‏,
ج ي ا,43,29,جَآءَهُمُ,
ح ق ق,43,29,الۡحَقُّ,
ر س ل,43,29,وَرَسُوۡلٌ,
م ت ع,43,29,مَتَّعۡتُ,
ج ي ا,43,30,جَآءَهُمُ,
ح ق ق,43,30,الۡحَقُّ,
س ح ر,43,30,سِحۡرٌ,
ق و ل,43,30,قَالُوۡا,
ك ف ر,43,30,كٰفِرُوۡنَ‏,
ر ج ل,43,31,رَجُلٍ,
ع ظ م,43,31,عَظِيۡمٍ‏,
ق ر ا,43,31,الۡقُرۡاٰنُ,
ق ر ي,43,31,الۡقَرۡيَتَيۡنِ,
ق و ل,43,31,وَقَالُوۡا,
ن ز ل,43,31,نُزِّلَ,
ا خ ذ,43,32,لِّيَتَّخِذَ,
ب ع ض,43,32,بَعۡضَهُمۡ,
ب ع ض,43,32,بَعۡضٍ,
ب ع ض,43,32,بَعۡضُهُمۡ,
ب ع ض,43,32,بَعۡضًا,
ب ي ن,43,32,بَيۡنَهُمۡ,
ج م ع,43,32,يَجۡمَعُوۡنَ‏,
ح ي ي,43,32,الۡحَيٰوةِ,
خ ي ر,43,32,خَيۡرٌ,
د ر ج,43,32,دَرَجٰتٍ,
د ن و,43,32,الدُّنۡيَا,
ر ب ب,43,32,رَبِّكَ‌ؕ,
ر ب ب,43,32,رَبِّكَ,
ر ح م,43,32,رَحۡمَتَ,
ر ح م,43,32,وَرَحۡمَتُ,
ر ف ع,43,32,وَرَفَعۡنَا,
س خ ر,43,32,سُخۡرِيًّا‌ؕ,
ع ي ش,43,32,مَّعِيۡشَتَهُمۡ,
ف و ق,43,32,فَوۡقَ,
ق س م,43,32,يَقۡسِمُوۡنَ,
ق س م,43,32,قَسَمۡنَا,
ب ي ت,43,33,لِبُيُوۡتِهِمۡ,
ج ع ل,43,33,لَّجَـعَلۡنَا,
ر ح م,43,33,بِالرَّحۡمٰنِ,
س ق ف,43,33,سُقُفًا,
ظ ه ر,43,33,يَظۡهَرُوۡنَۙ‏,
ع ر ج,43,33,وَّمَعَارِجَ,
ف ض ض,43,33,فِضَّةٍ,
ك ف ر,43,33,يَّكۡفُرُ,
ك و ن,43,33,يَّكُوۡنَ,
ن و س,43,33,النَّاسُ,
و ح د,43,33,وَّاحِدَةً,
ب و ب,43,34,اَبۡوَابًا,
ب ي ت,43,34,وَلِبُيُوۡتِهِمۡ,
س ر ر,43,34,وَّسُرُرًا,
و ك ا,43,34,يَتَّكِــُٔوۡنَۙ‏,
ا خ ر,43,35,وَالۡاٰخِرَةُ,
ح ي ي,43,35,الۡحَيٰوةِ,
د ن و,43,35,الدُّنۡيَا‌ؕ,
ر ب ب,43,35,رَبِّكَ,
ز خ ر ف,43,35,وَزُخۡرُفًا‌ؕ,
ع ن د,43,35,عِنۡدَ,
ك ل ل,43,35,كُلُّ,
م ت ع,43,35,مَتَاعُ,
و ق ي,43,35,لِلۡمُتَّقِيۡنَ‏,
ذ ك ر,43,36,ذِكۡرِ,
ر ح م,43,36,الرَّحۡمٰنِ,
ش ط ن,43,36,شَيۡطٰنًا,
ع ش و,43,36,يَّعۡشُ,
ق ر ن,43,36,قَرِيۡنٌ‏,
ق ي ض,43,36,نُقَيِّضۡ,
ح س ب,43,37,وَيَحۡسَبُوۡنَ,
س ب ل,43,37,السَّبِيۡلِ,
ه د ي,43,37,مُّهۡتَدُوۡنَ‏,
إِذَا,43,38,اِذَا,
ب ا س,43,38,فَبِئۡسَ,
ب ع د,43,38,بُعۡدَ,
ب ي ن,43,38,بَيۡنِىۡ,
ب ي ن,43,38,وَبَيۡنَكَ,
ج ي ا,43,38,جَآءَنَا,
ش ر ق,43,38,الۡمَشۡرِقَيۡنِ,
ق ر ن,43,38,الۡقَرِيۡنُ‏,
ق و ل,43,38,قَالَ,
إِذ,43,39,اِذ,
ش ر ك,43,39,مُشۡتَرِكُوۡنَ‏,
ظ ل م,43,39,ظَّلَمۡتُمۡ,
ع ذ ب,43,39,الۡعَذَابِ,
ن ف ع,43,39,يَّنۡفَعَكُمُ,
ي و م,43,39,الۡيَوۡمَ,
ب ي ن,43,40,مُّبِيۡنٍ‏,
س م ع,43,40,تُسۡمِعُ,
ص م م,43,40,الصُّمَّ,
ع م ي,43,40,الۡعُمۡىَ,
ك و ن,43,40,كَانَ,
ه د ي,43,40,تَهۡدِىۡ,
إِمَّا,43,41,فَاِمَّا,
ن ق م,43,41,مُّنۡتَقِمُوۡنَۙ‏,
ٱلَّذِى,43,42,الَّذِىۡ,
ر ا ي,43,42,نُرِيَنَّكَ,
ق د ر,43,42,مُّقۡتَدِرُوۡنَ‏,
و ع د,43,42,وَعَدۡنٰهُمۡ,
ٱلَّذِى,43,43,بِالَّذِىۡۤ,
إِلَىٰ,43,43,اِلَيۡكَ‌ ۚ,
ص ر ط,43,43,صِرَاطٍ,
ق و م,43,43,مُّسۡتَقِيۡمٍ‏,
م س ك,43,43,فَاسۡتَمۡسِكۡ,
و ح ي,43,43,اُوۡحِىَ,
س ا ل,43,44,تُسۡـَٔـلُوۡنَ‏,
ق و م,43,44,وَلِقَوۡمِكَ‌ ۚ,
ا ل ه,43,45,اٰلِهَةً,
ج ع ل,43,45,اَجَعَلۡنَا,
د و ن,43,45,دُوۡنِ,
ر ح م,43,45,الرَّحۡمٰنِ,
ر س ل,43,45,اَرۡسَلۡنَا,
ر س ل,43,45,رُّسُلِنَاۤ,
س ا ل,43,45,وَسۡـَٔلۡ,
ع ب د,43,45,يُّعۡبَدُوۡنَ‏,
ق ب ل,43,45,قَبۡلِكَ,
ا ي ي,43,46,بِاٰيٰتِنَاۤ,
إِلَىٰ,43,46,اِلٰى,
ر ب ب,43,46,رَبِّ,
ر س ل,43,46,اَرۡسَلۡنَا,
ر س ل,43,46,رَسُوۡلُ,
ع ل م,43,46,الۡعٰلَمِيۡنَ‏,
ق و ل,43,46,فَقَالَ,
م ل ا,43,46,وَمَلَا۫ئِهٖ,
ا ي ي,43,47,بِاٰيٰتِنَاۤ,
إِذَا,43,47,اِذَا,
ج ي ا,43,47,جَآءَهُمۡ,
ا خ ذ,43,48,وَاَخَذۡنٰهُمۡ,
ا خ و,43,48,اُخۡتِهَا‌,
ا ي ي,43,48,اٰيَةٍ,
إِلَّا,43,48,اِلَّا,
ر ا ي,43,48,نُرِيۡهِمۡ,
ر ج ع,43,48,يَرۡجِعُوۡنَ‏,
ع ذ ب,43,48,بِالۡعَذَابِ,
ك ب ر,43,48,اَكۡبَرُ,
د ع و,43,49,ادۡعُ,
ر ب ب,43,49,رَبَّكَ,
س ح ر,43,49,السَّاحِرُ,
ع ن د,43,49,عِنۡدَكَ‌ۚ,
ع ه د,43,49,عَهِدَ,
ق و ل,43,49,وَقَالُوۡا,
ه د ي,43,49,لَمُهۡتَدُوۡنَ‏,
إِذَا,43,50,اِذَا,
ع ذ ب,43,50,الۡعَذَابَ,
ك ش ف,43,50,كَشَفۡنَا,
ن ك ث,43,50,يَنۡكُثُوۡنَ‏,
ب ص ر,43,51,تُبۡصِرُوۡنَؕ‏,
ت ح ت,43,51,تَحۡتِىۡ‌ۚ,
ج ر ي,43,51,تَجۡرِىۡ,
ق و ل,43,51,قَالَ,
ق و م,43,51,قَوۡمِهٖ,
ق و م,43,51,يٰقَوۡمِ,
ل ي س,43,51,اَلَيۡسَ,
م ص ر,43,51,مِصۡرَ,
م ل ك,43,51,مُلۡكُ,
ن د و,43,51,وَنَادٰى,
ن ه ر,43,51,الۡاَنۡهٰرُ,
ٱلَّذِى,43,52,الَّذِىۡ,
أَم,43,52,اَمۡ,
ب ي ن,43,52,يُبِيۡنُ‏,
خ ي ر,43,52,خَيۡرٌ,
ك و د,43,52,يَكَادُ,
م ه ن,43,52,مَهِيۡنٌۙ,
ج ي ا,43,53,جَآءَ,
ذ ه ب,43,53,ذَهَبٍ,
س و ر,43,53,اَسۡوِرَةٌ,
ق ر ن,43,53,مُقۡتَرِنِيۡنَ‏,
ل ق ي,43,53,اُلۡقِىَ,
م ل ك,43,53,الۡمَلٰٓٮِٕكَةُ,
خ ف ف,43,54,فَاسۡتَخَفَّ,
ط و ع,43,54,فَاَطَاعُوۡهُ‌ؕ,
ف س ق,43,54,فٰسِقِيۡنَ‏,
ق و م,43,54,قَوۡمَهٗ,
ق و م,43,54,قَوۡمًا,
ك و ن,43,54,كَانُوۡا,
ا س ف,43,55,اٰسَفُوۡنَا,
ج م ع,43,55,اَجۡمَعِيۡنَۙ‏,
غ ر ق,43,55,فَاَغۡرَقۡنٰهُمۡ,
ن ق م,43,55,انتَقَمۡنَا,
ا خ ر,43,56,لِّلۡاٰخِرِيۡنَ‏,
ج ع ل,43,56,فَجَعَلۡنٰهُمۡ,
س ل ف,43,56,سَلَفًا,
م ث ل,43,56,وَّمَثَلاً,
إِذَا,43,57,اِذَا,
ب ن ي,43,57,ابۡنُ,
ص د د,43,57,يَصِدُّوۡنَ‏,
ق و م,43,57,قَوۡمُكَ,
م ث ل,43,57,مَثَلاً,
إِلَّا,43,58,اِلَّا,
أَم,43,58,اَمۡ,
ج د ل,43,58,جَدَلاً ؕ,
خ ص م,43,58,خَصِمُوۡنَ‏,
خ ي ر,43,58,خَيۡرٌ,
ق و ل,43,58,وَقَالُـوۡٓا,
ق و م,43,58,قَوۡمٌ,
إِسْرَائِيل,43,59,اِسۡرَآءِيۡلَؕ‏,
إِلَّا,43,59,اِلَّا,
ب ن ي,43,59,لِّبَنِىۡۤ,
ج ع ل,43,59,وَجَعَلۡنٰهُ,
ع ب د,43,59,عَبۡدٌ,
م ث ل,43,59,مَثَلاً,
ن ع م,43,59,اَنۡعَمۡنَا,
ا ر ض,43,60,الۡاَرۡضِ,
ج ع ل,43,60,لَجَـعَلۡنَا,
خ ل ف,43,60,يَخۡلُفُوۡنَ‏,
ش ي ا,43,60,نَشَآءُ,
م ل ك,43,60,مَّلٰٓٮِٕكَةً,
ت ب ع,43,61,وَاتَّبِعُوۡنِ‌ؕ,
س و ع,43,61,لِّلسَّاعَةِ,
ص ر ط,43,61,صِرَاطٌ,
ع ل م,43,61,لَعِلۡمٌ,
ق و م,43,61,مُّسۡتَقِيۡمٌ‏,
م ر ي,43,61,تَمۡتَرُنَّ,
ب ي ن,43,62,مُّبِيۡنٌ‏,
ش ط ن,43,62,الشَّيۡطٰنُ‌ ۚ,
ص د د,43,62,يَصُدَّنَّكُمُ,
ع د و,43,62,عَدُوٌّ,
ٱلَّذِى,43,63,الَّذِىۡ,
ا ل ه,43,63,اللّٰهَ,
ب ع ض,43,63,بَعۡضَ,
ب ي ن,43,63,وَلِاُبَيِّنَ,
ب ي ن,43,63,بِالۡبَيِّنٰتِ,
ج ي ا,43,63,جَآءَ,
ج ي ا,43,63,جِئۡتُكُمۡ,
ح ك م,43,63,بِالۡحِكۡمَةِ,
خ ل ف,43,63,تَخۡتَلِفُوۡنَ,
ط و ع,43,63,وَاَطِيۡعُوۡنِ‏,
ق و ل,43,63,قَالَ,
و ق ي,43,63,فَاتَّقُوۡا,
ا ل ه,43,64,اللّٰهَ,
ر ب ب,43,64,رَبِّىۡ,
ر ب ب,43,64,وَرَبُّكُمۡ,
ص ر ط,43,64,صِرَاطٌ,
ع ب د,43,64,فَاعۡبُدُوۡهُ‌ؕ,
ق و م,43,64,مُّسۡتَقِيۡمٌ‏,
ٱلَّذِى,43,65,لِّلَّذِيۡنَ,
ا ل م,43,65,اَلِيۡمٍ‏,
ب ي ن,43,65,بَيۡنِهِمۡ‌ۚ,
ح ز ب,43,65,الۡاَحۡزَابُ,
خ ل ف,43,65,فَاخۡتَلَفَ,
ظ ل م,43,65,ظَلَمُوۡا,
ع ذ ب,43,65,عَذَابِ,
ي و م,43,65,يَوۡمٍ,
إِلَّا,43,66,اِلَّا,
ب غ ت,43,66,بَغۡتَةً,
س و ع,43,66,السَّاعَةَ,
ش ع ر,43,66,يَشۡعُرُوۡنَ‏,
ن ظ ر,43,66,يَنۡظُرُوۡنَ,
إِلَّا,43,67,اِلَّا,
ب ع ض,43,67,بَعۡضُهُمۡ,
ب ع ض,43,67,لِبَعۡضٍ,
خ ل ل,43,67,اَلۡاَخِلَّآءُ,
ع د و,43,67,عَدُوٌّ,
و ق ي,43,67,الۡمُتَّقِيۡنَؕ‏,
ح ز ن,43,68,تَحۡزَنُوۡنَ‌ۚ‏,
خ و ف,43,68,خَوۡفٌ,
ع ب د,43,68,يٰعِبَادِ,
ي و م,43,68,الۡيَوۡمَ,
ٱلَّذِى,43,69,اَلَّذِيۡنَ,
ا م ن,43,69,اٰمَنُوۡا,
ا ي ي,43,69,بِاٰيٰتِنَا,
س ل م,43,69,مُسۡلِمِيۡنَ‌ۚ‏,
ك و ن,43,69,وَكَانُوۡا,
ج ن ن,43,70,الۡجَنَّةَ,
ح ب ر,43,70,تُحۡبَرُوۡنَ‌‏,
د خ ل,43,70,اُدۡخُلُوۡا,
ز و ج,43,70,وَاَزۡوَاجُكُمۡ,
خ ل د,43,71,خٰلِدُوۡنَ‌ۚ‏,
ذ ه ب,43,71,ذَهَبٍ,
ش ه و,43,71,تَشۡتَهِيۡهِ,
ص ح ف,43,71,بِصِحَافٍ,
ط و ف,43,71,يُطَافُ,
ع ي ن,43,71,الۡاَعۡيُنُ‌ۚ,
ك و ب,43,71,وَّاَكۡوَابٍ‌ۚ,
ل ذ ذ,43,71,وَتَلَذُّ,
ن ف س,43,71,الۡاَنۡفُسُ,
ٱلَّذِى,43,72,الَّتِىۡۤ,
ج ن ن,43,72,الۡجَنَّةُ,
ع م ل,43,72,تَعۡمَلُوۡنَ‏,
ك و ن,43,72,كُنۡتُمۡ,
و ر ث,43,72,اُوۡرِثۡتُمُوۡهَا,
ا ك ل,43,73,تَاۡكُلُوۡنَ‏,
ف ك ه,43,73,فَاكِهَةٌ,
ك ث ر,43,73,كَثِيۡرَةٌ,
ج ر م,43,74,الۡمُجۡرِمِيۡنَ,
خ ل د,43,74,خٰلِدُوۡنَۚ ۖ‏,
ع ذ ب,43,74,عَذَابِ,
ب ل س,43,75,مُبۡلِسُوۡنَ‌ۚ‏,
ف ت ر,43,75,يُفَتَّرُ,
ظ ل م,43,76,الظّٰلِمِيۡنَ‏,
ظ ل م,43,76,ظَلَمۡنٰهُمۡ,
ك و ن,43,76,كَانُوۡا,
ر ب ب,43,77,رَبُّكَ‌ؕ,
ق ض ي,43,77,لِيَقۡضِ,
ق و ل,43,77,قَالَ,
م ك ث,43,77,مّٰكِثُوۡنَ‏,
م ل ك,43,77,يٰمٰلِكُ,
ن د و,43,77,وَنَادَوۡا,
ج ي ا,43,78,جِئۡنٰكُمۡ,
ح ق ق,43,78,بِالۡحَـقِّ,
ح ق ق,43,78,لِلۡحَقِّ,
ك ث ر,43,78,اَكۡثَرَكُمۡ,
ك ر ه,43,78,كٰرِهُوۡنَ‏,
أَم,43,79,اَمۡ,
ب ر م,43,79,اَبۡرَمُوۡۤا,
ب ر م,43,79,مُبۡرِمُوۡنَ‌ۚ‏,
أَم,43,80,اَمۡ,
ح س ب,43,80,يَحۡسَبُوۡنَ,
ر س ل,43,80,وَرُسُلُنَا,
س ر ر,43,80,سِرَّهُمۡ,
س م ع,43,80,نَسۡمَعُ,
ك ت ب,43,80,يَكۡتُبُوۡنَ‏,
ن ج و,43,80,وَنَجۡوٰٮهُمۡ‌ؕ,
ا و ل,43,81,اَوَّلُ,
ر ح م,43,81,لِلرَّحۡمٰنِ,
ع ب د,43,81,الۡعٰبِدِيۡنَ‏,
ق و ل,43,81,قُلۡ,
ك و ن,43,81,كَانَ,
و ل د,43,81,وَلَدٌ  ۖ,
ا ر ض,43,82,وَالۡاَرۡضِ,
ر ب ب,43,82,رَبِّ,
ر ب ب,43,82,رَبِّ,
س ب ح,43,82,سُبۡحٰنَ,
س م و,43,82,السَّمٰوٰتِ,
ع ر ش,43,82,الۡعَرۡشِ,
و ص ف,43,82,يَصِفُوۡنَ‏,
ٱلَّذِى,43,83,الَّذِىۡ,
خ و ض,43,83,يَخُوۡضُوۡا,
ل ع ب,43,83,وَيَلۡعَبُوۡا,
ل ق ي,43,83,يُلٰقُوۡا,
و ذ ر,43,83,فَذَرۡهُمۡ,
و ع د,43,83,يُوۡعَدُوۡنَ‏,
ي و م,43,83,يَوۡمَهُمُ,
ٱلَّذِى,43,84,الَّذِىۡ,
ا ر ض,43,84,الۡاَرۡضِ,
ح ك م,43,84,الۡحَكِيۡمُ,
س م و,43,84,السَّمَآءِ,
ع ل م,43,84,الۡعَلِيۡمُ‏,
ٱلَّذِى,43,85,الَّذِىۡ,
ا ر ض,43,85,وَالۡاَرۡضِ,
إِلَىٰ,43,85,وَاِلَيۡهِ,
ب ر ك,43,85,وَتَبٰرَكَ,
ب ي ن,43,85,بَيۡنَهُمَا‌ۚ,
ر ج ع,43,85,تُرۡجَعُوۡنَ‏,
س م و,43,85,السَّمٰوٰتِ,
س و ع,43,85,السَّاعَةِ‌ۚ,
ع ل م,43,85,عِلۡمُ,
ع ن د,43,85,وَعِنۡدَهٗ,
م ل ك,43,85,مُلۡكُ,
ٱلَّذِى,43,86,الَّذِيۡنَ,
إِلَّا,43,86,اِلَّا,
ح ق ق,43,86,بِالۡحَـقِّ,
د ع و,43,86,يَدۡعُوۡنَ,
د و ن,43,86,دُوۡنِهِ,
ش ف ع,43,86,الشَّفَاعَةَ,
ش ه د,43,86,شَهِدَ,
ع ل م,43,86,يَعۡلَمُوۡنَ‏,
م ل ك,43,86,يَمۡلِكُ,
